security_id,seed_key,historical_ticker,pit_start,pit_end,pit_intervals,identity_status,market_data_status,vendor_symbol,price_start,price_end,coverage_days,expected_days,coverage_ratio,quality_status,reason,confidence,rebalance_encountered,local_listing_csv,notes
,,AET,1996-01-02,2018-11-29,1996-01-02→2018-11-29,UNRESOLVED,available,AET,2013-07-08,2018-11-29,1428,1428,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AFL,1999-05-28,,1999-05-28→open,UNRESOLVED,available,AFL,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AGN,1996-01-02,2020-05-12,1996-01-02→2020-05-12,UNRESOLVED,missing,AGN,,,0,1958,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,AIG,1996-01-02,,1996-01-02→open,UNRESOLVED,available,AIG,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AIV,2003-03-14,2020-12-21,2003-03-14→2020-12-21,UNRESOLVED,available,AIV,2013-07-08,2025-12-31,2181,2181,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AIZ,2007-04-10,,2007-04-10→open,UNRESOLVED,available,AIZ,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AJG,2016-05-31,,2016-05-31→open,UNRESOLVED,available,AJG,2013-07-08,2025-12-31,3502,3502,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AKAM,2007-07-12,,2007-07-12→open,UNRESOLVED,available,AKAM,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ALB,2016-07-01,,2016-07-01→open,UNRESOLVED,available,ALB,2013-07-08,2025-12-31,3471,3471,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ALGN,2017-06-19,,2017-06-19→open,UNRESOLVED,available,ALGN,2013-07-08,2025-12-31,3118,3118,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ALK,2016-05-13,2023-12-18,2016-05-13→2023-12-18,UNRESOLVED,available,ALK,2013-07-08,2025-12-31,2775,2775,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ALL,1996-01-02,,1996-01-02→open,UNRESOLVED,available,ALL,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ALLE,2013-12-02,,2013-12-02→open,UNRESOLVED,available,ALLE,2013-11-18,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ALTR,2000-04-18,2015-12-28,2000-04-18→2015-12-28,UNRESOLVED,missing,ALTR,,,0,361,0.0000,not_applicable,D_unresolved_identity,low,false,false,No Security Master row and no local CSV under the PIT ticker.
,,ALXN,2012-05-25,2021-07-21,2012-05-25→2021-07-21,UNRESOLVED,missing,ALXN,,,0,2393,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,AMAT,1996-01-02,,1996-01-02→open,UNRESOLVED,available,AMAT,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AMCR,2019-06-07,,2019-06-07→open,UNRESOLVED,available,AMCR,2013-07-08,2025-12-31,2400,2400,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AMD,2017-03-20,,2017-03-20→open,UNRESOLVED,available,AMD,2013-07-08,2025-12-31,3209,3209,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AME,2013-09-23,,2013-09-23→open,UNRESOLVED,available,AME,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AMG,2014-07-01,2019-12-23,2014-07-01→2019-12-23,UNRESOLVED,available,AMG,2013-07-08,2025-12-31,1817,1817,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AMGN,1996-01-02,,1996-01-02→open,UNRESOLVED,available,AMGN,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AMP,2005-10-03,,2005-10-03→open,UNRESOLVED,available,AMP,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AMT,2007-11-19,,2007-11-19→open,UNRESOLVED,available,AMT,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AMTM,2024-09-30,2024-12-23,2024-09-30→2024-12-23,UNRESOLVED,available,AMTM,2024-09-24,2025-12-31,84,84,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AMZN,2005-11-21,,2005-11-21→open,UNRESOLVED,available,AMZN,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AN,2003-02-24,2017-08-08,2003-02-24→2017-08-08,UNRESOLVED,available,AN,2013-07-08,2025-12-31,950,950,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ANDV,2007-09-27,2018-10-01,2007-09-27→2018-10-01,UNRESOLVED,available,ANDV,2013-07-08,2018-10-01,1369,1369,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ANET,2018-08-28,,2018-08-28→open,UNRESOLVED,available,ANET,2014-06-06,2025-12-31,2683,2683,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ANSS,2017-06-19,2025-07-18,2017-06-19→2025-07-18,UNRESOLVED,missing,ANSS,,,0,2951,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,elevance-health,ANTM,2002-07-25,2022-06-28,2002-07-25→2022-06-28,RESOLVED,available_other_ticker,ELV,2013-07-08,2025-12-31,2735,2735,1.0000,valid,G_data_under_other_ticker,high,true,false,Vendor series stored as ELV.
,,AON,1996-04-23,,1996-04-23→open,UNRESOLVED,available,AON,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AOS,2017-07-26,,2017-07-26→open,UNRESOLVED,available,AOS,2013-07-08,2025-12-31,3081,3081,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,APA,1997-07-28,,1997-07-28→open,UNRESOLVED,available,APA,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,APC,1997-07-28,2019-08-09,1997-07-28→2019-08-09,UNRESOLVED,missing,APC,,,0,1681,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,APD,1996-01-02,,1996-01-02→open,UNRESOLVED,available,APD,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,APH,2008-09-30,,2008-09-30→open,UNRESOLVED,available,APH,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,APO,2024-12-23,,2024-12-23→open,UNRESOLVED,available,APO,2013-07-08,2025-12-31,374,374,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,APP,2025-09-22,,2025-09-22→open,UNRESOLVED,available,APP,2021-04-15,2025-12-31,101,101,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,APTV,2012-12-24,,2012-12-24→open,UNRESOLVED,available,APTV,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ARE,2017-03-20,,2017-03-20→open,UNRESOLVED,available,ARE,2013-07-08,2025-12-31,3209,3209,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ARES,2025-12-11,,2025-12-11→open,UNRESOLVED,available,ARES,2014-05-02,2025-12-31,21,21,1.0000,valid,D_unresolved_identity,low,false,true,Local prices cover the PIT membership interval in this window.
,,ARG,2009-09-09,2016-05-23,2009-09-09→2016-05-23,UNRESOLVED,missing,ARG,,,0,508,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,ARNC,1996-01-02,2020-04-06,1996-01-02→2020-04-06,UNRESOLVED,missing,ARNC,,,0,1922,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,ATI,1996-01-02,2015-07-02,1996-01-02→2015-07-02,UNRESOLVED,available,ATI,2013-07-08,2025-12-31,182,182,1.0000,valid,D_unresolved_identity,low,false,true,Local prices cover the PIT membership interval in this window.
,,ATO,2019-02-15,,2019-02-15→open,UNRESOLVED,available,ATO,2013-07-08,2025-12-31,2512,2512,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ATVI,2015-08-31,2023-10-18,2015-08-31→2023-10-18,UNRESOLVED,missing,ATVI,,,0,2970,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,AVB,2007-01-10,,2007-01-10→open,UNRESOLVED,missing,AVB,,,0,4018,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,AVGO,2014-05-08,,2014-05-08→open,UNRESOLVED,available,AVGO,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AVP,1996-01-02,2015-03-23,1996-01-02→2015-03-23,UNRESOLVED,missing,AVP,,,0,81,0.0000,not_applicable,D_unresolved_identity,low,false,false,No Security Master row and no local CSV under the PIT ticker.
,,AVY,1996-01-02,,1996-01-02→open,UNRESOLVED,available,AVY,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AWK,2016-03-04,,2016-03-04→open,UNRESOLVED,available,AWK,2013-07-08,2025-12-31,3590,3590,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AXON,2023-05-04,,2023-05-04→open,UNRESOLVED,available,AXON,2013-07-08,2025-12-31,973,973,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AXP,1996-01-02,,1996-01-02→open,UNRESOLVED,available,AXP,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AYI,2016-05-03,2018-06-18,2016-05-03→2018-06-18,UNRESOLVED,available,AYI,2013-07-08,2025-12-31,776,776,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,AZO,1997-01-02,,1997-01-02→open,UNRESOLVED,available,AZO,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,BA,1996-01-02,,1996-01-02→open,UNRESOLVED,available,BA,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,BAC,1996-01-02,,1996-01-02→open,UNRESOLVED,available,BAC,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,ball-corporation,BALL,2022-05-10,,2022-05-10→open,RESOLVED,available,BALL,2013-07-08,2025-12-31,1332,1332,1.0000,valid,,high,true,true,Local prices cover the PIT membership interval in this window.
,,BAX,1996-01-02,,1996-01-02→open,UNRESOLVED,available,BAX,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,BBBY,1999-10-01,2017-07-26,1999-10-01→2017-07-26,UNRESOLVED,missing,BBBY,,,0,937,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,BBT,1997-12-04,2019-12-09,1997-12-04→2019-12-09,UNRESOLVED,available,BBT,2013-07-08,2025-12-31,1803,1803,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,BBWI,2021-08-03,2024-10-01,2021-08-03→2024-10-01,UNRESOLVED,available,BBWI,2013-07-08,2025-12-31,1155,1155,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,BBY,1999-06-30,,1999-06-30→open,UNRESOLVED,available,BBY,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,BCR,1996-01-02,2017-12-29,1996-01-02→2017-12-29,UNRESOLVED,missing,BCR,,,0,1093,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,BDX,1996-01-02,,1996-01-02→open,UNRESOLVED,available,BDX,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,BEN,1998-04-29,,1998-04-29→open,UNRESOLVED,available,BEN,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,brown-forman-class-b,BF.B,1996-01-02,,1996-01-02→open,RESOLVED,available_other_ticker,BF-B,2013-07-08,2025-12-31,4018,4018,1.0000,valid,G_data_under_other_ticker,high,true,false,Vendor series stored as BF-B.
,,BG,2023-03-15,,2023-03-15→open,UNRESOLVED,available,BG,2013-07-08,2025-12-31,1023,1023,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,BHF,2017-08-07,2019-04-02,2017-08-07→2019-04-02,UNRESOLVED,available,BHF,2017-07-17,2025-12-31,603,603,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,baker-hughes,BHGE,1996-01-02,2019-10-18,1996-01-02→2019-10-18,RESOLVED,available_other_ticker,BKR,2013-07-08,2025-12-31,1751,1751,1.0000,valid,G_data_under_other_ticker,high,true,false,Vendor series stored as BKR.
,,BIIB,2003-11-13,,2003-11-13→open,UNRESOLVED,available,BIIB,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,BIO,2020-06-22,2024-09-23,2020-06-22→2024-09-23,UNRESOLVED,available,BIO,2013-07-08,2025-12-31,1554,1554,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,BK,1996-01-02,2026-05-21,1996-01-02→2026-05-21,UNRESOLVED,missing,BK,,,0,4018,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,BKNG,2009-11-06,,2009-11-06→open,UNRESOLVED,available,BKNG,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,baker-hughes,BKR,2019-10-18,,2019-10-18→open,RESOLVED,available,BKR,2013-07-08,2025-12-31,2267,2267,1.0000,valid,,high,true,true,Local prices cover the PIT membership interval in this window.
,,BLDR,2023-12-18,,2023-12-18→open,UNRESOLVED,available,BLDR,2013-07-08,2025-12-31,745,745,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,BLK,2011-04-04,,2011-04-04→open,UNRESOLVED,available,BLK,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,ball-corporation,BLL,1996-01-02,2022-05-10,1996-01-02→2022-05-10,RESOLVED,available_other_ticker,BALL,2013-07-08,2025-12-31,2686,2686,1.0000,valid,G_data_under_other_ticker,high,true,false,Vendor series stored as BALL.
,,BMY,1996-01-02,,1996-01-02→open,UNRESOLVED,available,BMY,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,BR,2018-06-18,,2018-06-18→open,UNRESOLVED,available,BR,2013-07-08,2025-12-31,2754,2754,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,BRCM,2000-07-03,2016-02-01,2000-07-03→2016-02-01,UNRESOLVED,missing,BRCM,,,0,396,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,berkshire-hathaway-class-b,BRK.B,2010-02-16,,2010-02-16→open,RESOLVED,available_other_ticker,BRK-B,2013-07-08,2025-12-31,4018,4018,1.0000,valid,G_data_under_other_ticker,high,true,false,Vendor series stored as BRK-B.
,,BRO,2021-09-20,,2021-09-20→open,UNRESOLVED,available,BRO,2013-07-08,2025-12-31,1564,1564,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,BSX,1996-01-02,,1996-01-02→open,UNRESOLVED,available,BSX,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,BWA,2011-12-19,2025-03-24,2011-12-19→2025-03-24,UNRESOLVED,available,BWA,2013-07-08,2025-12-31,3735,3735,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,BX,2023-09-18,,2023-09-18→open,UNRESOLVED,available,BX,2013-07-08,2025-12-31,836,836,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,BXLT,2015-07-01,2016-06-03,2015-07-01→2016-06-03,UNRESOLVED,missing,BXLT,,,0,338,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,BXP,2006-04-03,,2006-04-03→open,UNRESOLVED,available,BXP,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,C,1996-01-02,,1996-01-02→open,UNRESOLVED,available,C,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CA,1996-01-02,2018-11-06,1996-01-02→2018-11-06,UNRESOLVED,missing,CA,,,0,1405,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,CAG,1996-01-02,2026-06-30,1996-01-02→2026-06-30,UNRESOLVED,available,CAG,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CAH,1997-05-27,,1997-05-27→open,UNRESOLVED,available,CAH,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CAM,2008-01-29,2016-04-04,2008-01-29→2016-04-04,UNRESOLVED,missing,CAM,2025-10-06,2025-12-31,0,459,0.0000,not_applicable,D_unresolved_identity,low,true,true,No valid prices overlapping the PIT membership interval.
,,CARR,2020-04-03,,2020-04-03→open,UNRESOLVED,available,CARR,2020-03-19,2025-12-31,2099,2099,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CAT,1996-01-02,,1996-01-02→open,UNRESOLVED,available,CAT,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CB,1996-01-02,,1996-01-02→open,UNRESOLVED,available,CB,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CBOE,2017-03-01,,2017-03-01→open,UNRESOLVED,available,CBOE,2013-07-08,2025-12-31,3228,3228,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CBRE,2006-11-10,,2006-11-10→open,UNRESOLVED,available,CBRE,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CBS,1996-01-02,2019-12-05,1996-01-02→2019-12-05,UNRESOLVED,missing,CBS,,,0,1799,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,coca-cola-enterprises,CCE,1998-10-08,2016-05-31,1998-10-08→2016-05-31,RESOLVED,missing,CCE,2019-02-27,2020-04-29,0,516,0.0000,not_applicable,C_ticker_recycled,high,true,true,Local series starts after the listing ended; possible ticker recycling.
,,CCEP,2016-01-04,2016-05-31,2016-01-04→2016-05-31,UNRESOLVED,available,CCEP,2013-07-08,2025-12-31,148,148,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CCI,2012-03-13,,2012-03-13→open,UNRESOLVED,available,CCI,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CCL,1998-12-22,,1998-12-22→open,UNRESOLVED,available,CCL,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CDAY,2021-09-20,2024-02-01,2021-09-20→2024-02-01,UNRESOLVED,missing,CDAY,,,0,864,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,CDNS,2017-09-18,,2017-09-18→open,UNRESOLVED,available,CDNS,2013-07-08,2025-12-31,3027,3027,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CDW,2019-09-23,,2019-09-23→open,UNRESOLVED,available,CDW,2013-07-08,2025-12-31,2292,2292,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CE,2018-12-24,2025-03-24,2018-12-24→2025-03-24,UNRESOLVED,available,CE,2013-07-08,2025-12-31,2282,2282,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CEG,2022-02-02,,2022-02-02→open,UNRESOLVED,available,CEG,2022-01-19,2025-12-31,1429,1429,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,CELG,2006-11-06,2019-11-21,2006-11-06→2019-11-21,UNRESOLVED,missing,CELG,,,0,1785,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,CERN,2010-04-30,2022-06-08,2010-04-30→2022-06-08,UNRESOLVED,missing,CERN,,,0,2715,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
