date,equity,cash,returns,drawdown
2017-08-02,89982.9565001226715,304.2684701226715,-0.0079515279358219166084234858,-0.1163343466344158103917590327
2017-08-03,90101.3510531226715,304.2684701226715,0.001315744198734330269371900,-0.1151716686773792613841308123
2017-08-04,89883.6810311226715,304.2684701226715,-0.0024158352727881336252723124,-0.1173092681705507139364666693
2017-08-07,91003.3802261226715,304.2684701226715,0.012457202265807278031617601,-0.1063134111859978138598950111
2017-08-08,90668.0773011226715,304.2684701226715,-0.0036845106650637438438610140,-0.1096062089537074416344395851
2017-08-09,90353.5912531226715,304.2684701226715,-0.0034685421524440550431623899,-0.1126945773502259714097690370
2017-08-10,88009.5393581226715,304.2684701226715,-0.0259430960351450140438030422,-0.1357140271425339949519610457
2017-08-11,88855.4687921226715,304.2684701226715,0.009611792541690272654037018,-0.1274066896747350817761479475
2017-08-14,90628.6886501226715,304.2684701226715,0.019956226466470477408552958,-0.1099930199607569435072653080
2017-08-15,91182.6771321226715,304.2684701226715,0.006112727550750566250659946,-0.1045526497735107531926267262
2017-08-16,91602.1889271226715,304.2684701226715,0.004600783922938916753969180,-0.1004328900007504678879845149
2017-08-17,88914.5209131226715,304.2684701226715,-0.0293406527232473493282624137,-0.1268267761764936965206886732
2017-08-18,89052.0640411226715,304.2684701226715,0.001546914121422211410080996,-0.1254760521861133573100285231
2017-08-21,88821.0794681226715,304.2684701226715,-0.0025938149271120251723820320,-0.1277444054560699541977297524
2017-08-22,90542.4361941226715,304.2684701226715,0.019380047352585757931527184,-0.1108400507302507464330831600
2017-08-23,90498.5531971226715,304.2684701226715,-0.0004846677297915311832677865,-0.1112709978642848688389686923
2017-08-24,90353.0319091226715,304.2684701226715,-0.0016079957398106418785271337,-0.1127000703135652616173862979
2017-08-25,90931.9799021226715,304.2684701226715,0.006407621092143399093615856,-0.1070145885690491074357619127
2017-08-28,90937.0171931226715,304.2684701226715,0.000055396253390963633375371,-0.1069651205229230445670826031
2017-08-29,89688.3285481226715,304.2684701226715,-0.0137313569714758035041818397,-0.1192277012410016591787816498
2017-08-30,90557.2643141226715,304.2684701226715,0.009688392905368602681139454,-0.1106944331504597843178666587
2017-08-31,91106.7615881226715,304.2684701226715,0.006067953555817656091162753,-0.1052981682738866805023633194
2017-09-01,91585.2487781226715,304.2684701226715,0.005251939391317131498314211,-0.1005992484803607143039241417
2017-09-05,89958.4297719973265,423.4209179973265,-0.0177628933461383974844203724,-0.1165752081050407891616312710
2017-09-06,90105.0027159973265,423.4209179973265,0.001629340845227001724624431,-0.1151358080079201682184672158
2017-09-07,90547.3243339973265,423.4209179973265,0.004908957379360578011810930,-0.1107920474029087126476149926
2017-09-08,89874.4418029973265,423.4209179973265,-0.0074312801173226533822427202,-0.1174000007812086615967732808
2017-09-11,91538.0914889973265,423.4209179973265,0.018510820792040980735229051,-0.1010623503646141055358681774
2017-09-12,92043.0901919973265,423.4209179973265,0.005516814855820974950286655,-0.0961030777846488180074107794
2017-09-13,91572.8352849973265,423.4209179973265,-0.0051090734352689762972558368,-0.1007211535381606569277633997
2017-09-14,91689.4476649973265,423.4209179973265,0.001273438565455283910160135,-0.0995759771739780097179195065
2017-09-15,92066.9110939973265,423.4209179973265,0.004116759764756414798686868,-0.0958691477855877307601882734
2017-09-18,93458.9634359973265,423.4209179973265,0.015120007019446538871178070,-0.0821986829536076359861775122
2017-09-19,94011.7495989973265,423.4209179973265,0.005914747421509330649208715,-0.0767701199801496190731168101
2017-09-20,94058.2265979973265,423.4209179973265,0.000494374364887851167858197,-0.0763136987945693185064937172
2017-09-21,93704.7981719973265,423.4209179973265,-0.0037575493264458926600793049,-0.0797844956335110824932026660
2017-09-22,93636.0510909973265,423.4209179973265,-0.0007336559316184977122596388,-0.0804596171966568646694138207
2017-09-25,91408.2452339973265,423.4209179973265,-0.0237921808004800966622533162,-0.1023374882376566836582290165
2017-09-26,91621.6494319973265,423.4209179973265,0.002334627444752969708085727,-0.1002417807015704314667063520
2017-09-27,93493.8783759973265,423.4209179973265,0.020434351003357459739531482,-0.0818558054302704459179114590
2017-09-28,93576.8701729973265,423.4209179973265,0.000887670919653563919965580,-0.0810407955287021533561613190
2017-09-29,94652.0098589973265,423.4209179973265,0.011489374286748092399700221,-0.0704825292742791412553848880
2017-10-02,94118.4007709973265,423.4209179973265,-0.0056375885604005140420101877,-0.0757227663339348848657163510
2017-10-03,94876.8488178283840,464.0966268283840,0.008058445963998720824113786,-0.0682745281906826798280507694
2017-10-04,95107.9768548283840,464.0966268283840,0.002436084670600574868966553,-0.0660047660515999138380697218
2017-10-05,95791.9604508283840,464.0966268283840,0.007191653304160006808647057,-0.0592877961413052037962337462
2017-10-06,96144.8668478283840,464.0966268283840,0.003684092019195627153664446,-0.0558221258187094564429243353
2017-10-09,96770.7028538283840,464.0966268283840,0.006509302332183069689210413,-0.0496761865803055289669929975
2017-10-10,97152.3069168283840,464.0966268283840,0.003943384224215161943821329,-0.0459286946465703127800663329
2017-10-11,97553.5290738283840,464.0966268283840,0.004129826349295898153713636,-0.0419885458306145861625013842
2017-10-12,97774.5182308283840,464.0966268283840,0.002265311763685716518065622,-0.0398183512137390177114346616
2017-10-13,98433.9181978283840,464.0966268283840,0.006744088121644056965101141,-0.0333428015615389892741134675
2017-10-16,99421.9967398283840,464.0966268283840,0.010037988531699012023106219,-0.0236395076895294215352256920
2017-10-17,98754.8754238283840,464.0966268283840,-0.0067099971623558396748511617,-0.0301908838223690297397301039
2017-10-18,98872.9969918283840,464.0966268283840,0.001196108723676225326152282,-0.0290308866782082354328341663
2017-10-19,98355.3067108283840,464.0966268283840,-0.0052359116922771731068210588,-0.0341147952114898044170873909
2017-10-20,98842.3870948283840,464.0966268283840,0.004952253216311460096423495,-0.0293314870994882515021456661
2017-10-23,98655.3598818283840,464.0966268283840,-0.0018921762059486482064282655,-0.0311681629634621583087757127
2017-10-24,99273.7217988283840,464.0966268283840,0.006267899866167310687540696,-0.0250956220217622130129694606
2017-10-25,96570.7590748283840,464.0966268283840,-0.0272273737200804737703349186,-0.0516397078623182854973030213
2017-10-26,96472.5596738283840,464.0966268283840,-0.0010168647522373688068819808,-0.0526040620158146279148147093
2017-10-27,98856.7558498283840,464.0966268283840,0.024713723612817107456979625,-0.0291903806525678539164889760
2017-10-30,97930.7598618283840,464.0966268283840,-0.0093670481095562629200760851,-0.0382840010622152534081624950
2017-10-31,98761.1415588283840,464.0966268283840,0.008479273500701872650615137,-0.0301293480772210649003686642
2017-11-01,97646.9336078283840,464.0966268283840,-0.0112818456066175303818778865,-0.0410712790306033484746858276
2017-11-02,98497.0263702018655,598.4008062018655,0.008705780416901174538027864,-0.0327230561503838844233795243
2017-11-03,99965.2000322018655,598.4008062018655,0.014905766357675179834175990,-0.0183050520221954125739018689
2017-11-06,101155.0267772018655,598.4008062018655,0.011902409484667866524038376,-0.0066205167623338634384508008
2017-11-07,102157.9011582018655,598.4008062018655,0.009914231778207842751950678,0
2017-11-08,101932.3374802018655,598.4008062018655,-0.0022079905268481561660736731,-0.0022079905268481561660736731
2017-11-09,100159.4150612018655,598.4008062018655,-0.0173931302158586477170660738,-0.0195627168759579515633853907
2017-11-10,101136.3145522018655,598.4008062018655,0.009753446447376623379501598,-0.0100000743399961749828231480
2017-11-13,101780.1975222018655,598.4008062018655,0.006366486388701236822599832,-0.0036972532884665243125794668
2017-11-14,101560.7112562018655,598.4008062018655,-0.0021564731779197252250318014,-0.0058457534388376959773560377
2017-11-15,101140.3120842018655,598.4008062018655,-0.0041393878282270110966458890,-0.0099609434264331661219068225
2017-11-16,102815.1183642018655,598.4008062018655,0.016559235832747692647301684,0
2017-11-17,102523.3303742018655,598.4008062018655,-0.0028379872011273650153695292,-0.0028379872011273650153695292
2017-11-20,103205.3719412018655,598.4008062018655,0.006652549858755109032471699,0
2017-11-21,104589.5409172018655,598.4008062018655,0.013411791944207985090364847,0
2017-11-22,103851.2551702018655,598.4008062018655,-0.0070588869644667689315532636,-0.0070588869644667689315532636
2017-11-24,104183.9851142018655,598.4008062018655,0.003203908739039203288624436,-0.0038775942550609106379667598
2017-11-27,103789.9314052018655,598.4008062018655,-0.0037822867743833737451052684,-0.0076452148559769425503700893
2017-11-28,104003.7530552018655,598.4008062018655,0.002060138658009397583913276,-0.0056008264006411308147096203
2017-11-29,100365.0473672018655,598.4008062018655,-0.0349862921395604965040855232,-0.0403911663915258336155948484
2017-11-30,100431.2007222018655,598.4008062018655,0.000659127422696939311785276,-0.0397586618942322639608741353
2017-12-01,99013.0298642018655,598.4008062018655,-0.0141208195043165650872815558,-0.0533180565102072263058381578
2017-12-04,94768.1613489988765,501.3145269988765,-0.0428718171843130322974133046,-0.0939040317231917830933888507
2017-12-05,94968.3942409988765,501.3145269988765,0.002112870917296901262797081,-0.0919895679035397393691035164
2017-12-06,96407.3557569988765,501.3145269988765,0.015152004279954276070076830,-0.0782313899501710419325409433
2017-12-07,98374.5343879988765,501.3145269988765,0.020404860350681165761626398,-0.0594228301864627982844805376
2017-12-08,97992.4547329988765,501.3145269988765,-0.0038839284717022407097061173,-0.0630759646361347087627043432
2017-12-11,97843.7029519988765,501.3145269988765,-0.0015179921903712446054479214,-0.0644982080047881680768579660
2017-12-12,96785.5008819988765,501.3145269988765,-0.0108152291672683642292120823,-0.0746158742716066054231519502
2017-12-13,97279.5470039988765,501.3145269988765,0.005104546832922239677647493,-0.0698922076633832192706031143
2017-12-14,96757.9384059988765,501.3145269988765,-0.0053619554578986495725084159,-0.0748794042169366053689229235
2017-12-15,98160.8976229988765,501.3145269988765,0.014499680750876955496253751,-0.0614654509220211002985915396
2017-12-18,98735.5807589988765,501.3145269988765,0.005854501638800754403861256,-0.0559707988663729457672100759
2017-12-19,97891.7497709988765,501.3145269988765,-0.0085463718500799141265804965,-0.0640388234565948053809786928
2017-12-20,98230.3683859988765,501.3145269988765,0.003459112905757030002341459,-0.0608012280715259784879578311
2017-12-21,97157.2736359988765,501.3145269988765,-0.0109242667785103410882949558,-0.0710612860141219179567891541
2017-12-22,97673.1550089988765,501.3145269988765,0.005309755550909723815856556,-0.0661288485210804615174527455
2017-12-26,97145.5273439988765,501.3145269988765,-0.0054019721688255930669619645,-0.0711735944906386944511436532
2017-12-27,97512.2108719988765,501.3145269988765,0.003774579623223916942168416,-0.0676676652668907443629473261
2017-12-28,97474.8522999988765,501.3145269988765,-0.0003831168595801749224828276,-0.0680248575030587456243028371
2017-12-29,96824.2704579988765,501.3145269988765,-0.0066743557609884934253826766,-0.0742451911644812775688052063
2018-01-02,99154.9182549988765,501.3145269988765,0.024070904804916707794540523,-0.0519614352883076416581113248
2018-01-03,100851.8777890913295,86.6979980913295,0.017114224528210945352579147,-0.0357364904304288967212946721
2018-01-04,100956.0264960913295,86.6979980913295,0.001032689814837193571013161,-0.0347407053252772339076157784
2018-01-05,102123.8251990913295,86.6979980913295,0.011567399624679296918195320,-0.0235751653223386429166825659
2018-01-08,103017.4551410913295,86.6979980913295,0.008750455050600193150286114,-0.0150310036962020424748602143
2018-01-09,102613.5143910913295,86.6979980913295,-0.0039210903574231002734589453,-0.0188931561299695739402730553
2018-01-10,102142.1172150913295,86.6979980913295,-0.0045939092798572506944673998,-0.0234002719645555655078154607
2018-01-11,102772.7473830913295,86.6979980913295,0.006174046369843853519460898,-0.0173706999588878351761304646
2018-01-12,103171.5129640913295,86.6979980913295,0.003880071236332510908934542,-0.0135580282758207672862452947
2018-01-16,102894.4246600913295,86.6979980913295,-0.0026857055406024734300205386,-0.0162073209447632238817184644
2018-01-17,105550.2952120913295,86.6979980913295,0.025811607973644727105368228,0
2018-01-18,105143.4323370913295,86.6979980913295,-0.0038546824921944108771094768,-0.0038546824921944108771094768
2018-01-19,105641.3347930913295,86.6979980913295,0.004735459409425761296087285,0
2018-01-22,107225.7805270913295,86.6979980913295,0.014998350192216793719664715,0
2018-01-23,108474.9664410913295,86.6979980913295,0.011650051954477352615858413,0
2018-01-24,108176.7022420913295,86.6979980913295,-0.0027496131945058130778735512,-0.0027496131945058130778735512
2018-01-25,107681.0023220913295,86.6979980913295,-0.0045823167995143800355031972,-0.0073193303952868427254742445
2018-01-26,107323.9160850913295,86.6979980913295,-0.0033161488962732459824193743,-0.0106112073021482990231616996
2018-01-29,104272.9165180913295,86.6979980913295,-0.0284279560259525698520370737,-0.0387375083935331302263700399
2018-01-30,103064.1972650913295,86.6979980913295,-0.0115918811265846530629468471,-0.0498803489276798720136569197
2018-01-31,102980.7193840913295,86.6979980913295,-0.0008099600367068946069361071,-0.0506499078751383503204113017
2018-02-01,101755.0281240913295,86.6979980913295,-0.0119021431131053768209570079,-0.0619492085360482274349063975
2018-02-02,99325.0302722369360,391.6194742369360,-0.0238808626625407198806766799,-0.0843506706574864843513539104
2018-02-05,95243.5605272369360,391.6194742369360,-0.0410920563911556278828465933,-0.1219765845333528812566232149
2018-02-06,97745.2602022369360,391.6194742369360,0.026266339279542005342070641,-0.0989141236073236585454958475
2018-02-07,97897.6493312369360,391.6194742369360,0.001559043668047982945503187,-0.0975092913773661890592771558
2018-02-08,93365.3705172369360,391.6194742369360,-0.0462960943900197597746506230,-0.1392910864098754638740209396
2018-02-09,94675.7504972369360,391.6194742369360,0.014034967919482311230263155,-0.1272110644196255933192659507
2018-02-12,95827.9377382369360,391.6194742369360,0.012169824215268576119452434,-0.1165893764965810675206572982
2018-02-13,96187.5800842369360,391.6194742369360,0.003753000998335131039961048,-0.1132739355446328756896828921
2018-02-14,97935.4885242369360,391.6194742369360,0.018171872485712366819301270,-0.0971604625715923791067270633
2018-02-15,99255.8290792369360,391.6194742369360,0.013481737569249414520103265,-0.0849886168608400531463263558
2018-02-16,99518.8988802369360,391.6194742369360,0.002650421677400817509415782,-0.0825634508558995187319382830
2018-02-20,99675.9399062369360,391.6194742369360,0.001578002045510836690110943,-0.0811157341047237249226602195
2018-02-21,98923.7798862369360,391.6194742369360,-0.0075460539495041746224295722,-0.0880496843485200186064678152
2018-02-22,99413.3185262369360,391.6194742369360,0.004948644709724729330254827,-0.0835367662434395251670375190
2018-02-23,101928.1602882369360,391.6194742369360,0.025296829431725374957651222,-0.0603531521386523539785766316
2018-02-26,103043.0189762369360,391.6194742369360,0.010937690672012067654154266,-0.0500755855758137493481518146
2018-02-27,102145.2497792369360,391.6194742369360,-0.0087125669057409632474510911,-0.0583518655918812781860819629
2018-02-28,101029.7207622369360,391.6194742369360,-0.0109210072853211973172891519,-0.0686356117279614567647588727
2018-03-01,99404.0684782369360,391.6194742369360,-0.0160908322000196909005276038,-0.0836220398167208163194140001
2018-03-02,99571.3517332309730,706.6500912309730,0.001682861250600232897911346,-0.0820799028566242926846434122
2018-03-05,101354.5440002309730,706.6500912309730,0.017908687950500895673303182,-0.0656411582733901085276250057
2018-03-06,101750.5617362309730,706.6500912309730,0.003907251913630014755961540,-0.0619903829010366879485139491
2018-03-07,101448.0464092309730,706.6500912309730,-0.0029731071931004527669420395,-0.0647791860408310172258731598
2018-03-08,101885.4605412309730,706.6500912309730,0.004311705818715487457661821,-0.0607467890154994339458687507
2018-03-09,103929.0361982309730,706.6500912309730,0.020057578835529790912481568,-0.0419076436896533180634371671
2018-03-12,102889.1938762309730,706.6500912309730,-0.0100053109317461337641236980,-0.0514936556158676416048086216
2018-03-13,102300.8517282309730,706.6500912309730,-0.0057182112701527960758176968,-0.0569174152841364165130657684
2018-03-14,102199.4073202309730,706.6500912309730,-0.0009916281857505334089221244,-0.0578526025566311320462683982
2018-03-15,101728.4900822309730,706.6500912309730,-0.0046078274849914825930940542,-0.0621938552294838811942695354
2018-03-16,101684.9446412309730,706.6500912309730,-0.0004280555129128583219426691,-0.0625952883197964547376319123
2018-03-19,100058.1063392309730,706.6500912309730,-0.0159988118962927912011850880,-0.0775926499726666092168062692
2018-03-20,101267.5335502309730,706.6500912309730,0.012087248652294406599993306,-0.0664432829741822687141771394
2018-03-21,101022.6594042309730,706.6500912309730,-0.0024180913409778753932009863,-0.0687007083879341312683548781
2018-03-22,96816.1519632309730,706.6500912309730,-0.0416392467373891512433671728,-0.1074793093777246727400459053
2018-03-23,94913.6158292309730,706.6500912309730,-0.0196510199529779791622846779,-0.1250182512775886911290051077
2018-03-26,97981.1370512309730,706.6500912309730,0.032319085045912682399759789,-0.0967396417270076794979636739
2018-03-27,94797.6322142309730,706.6500912309730,-0.0324909970715634235422646216,-0.1260874713825148017524462100
2018-03-28,93964.0375092309730,706.6500912309730,-0.0087934127206487461297012348,-0.1337721449283941074797659843
2018-03-29,95836.1111892309730,706.6500912309730,0.019923299696610935416963924,-0.1165140277662500404672618604
2018-04-02,93372.3855482309730,706.6500912309730,-0.0257076962997309815254649339,-0.1392264168255078429885433292
2018-04-03,93818.4657374825960,864.4173814825960,0.004777431642476381022121107,-0.1351141298722422491509884518
2018-04-04,94732.8717984825960,864.4173814825960,0.009746546735891398470221028,-0.1266844793178299598700324086
2018-04-05,96448.4842184825960,864.4173814825960,0.018110001179416163210093361,-0.1108687342082734197684887716
2018-04-06,93149.4029074825960,864.4173814825960,-0.0342056315112911969626572459,-0.1412820306511131311683541649
2018-04-09,94535.6307974825960,864.4173814825960,0.014881768929606801970540596,-0.1285027882555618204470997562
2018-04-10,96584.6033454825960,864.4173814825960,0.021674077072478395186405901,-0.1096138905197628437050661186
2018-04-11,96317.9853524825960,864.4173814825960,-0.0027604606092992782974274232,-0.1120717663020502730778947326
2018-04-12,97416.0331714825960,864.4173814825960,0.011400236570372760794994544,-0.1019491743803804154327244854
2018-04-13,96669.6149244825960,864.4173814825960,-0.0076621704117849997730118947,-0.1088301928447221550489365221
2018-04-16,96568.0492794825960,864.4173814825960,-0.0010506470422928873478417914,-0.1097664977667905705127168816
2018-04-17,99424.0304564825960,864.4173814825960,0.029574804485636412372397528,-0.0834380159916800351464280925
2018-04-18,99690.5219554825960,864.4173814825960,0.002680353006978951679768382,-0.0809813063217607409057662209
2018-04-19,98103.8839574825960,864.4173814825960,-0.0159156353771376858674762554,-0.0956080727551169877989426604
2018-04-20,96661.8340114825960,864.4173814825960,-0.0146992136073325333727383789,-0.1089019228784366666908556930
2018-04-23,96369.0494244825960,864.4173814825960,-0.0030289574990395868625600259,-0.1116010210815137820609923768
2018-04-24,93892.8688234825960,864.4173814825960,-0.0256947704246102620203029469,-0.1344282288902824573962530787
2018-04-25,93891.4907134825960,864.4173814825960,-0.0000146774724989054210579951,-0.1344409332961487491333339622
2018-04-26,96640.9236774825960,864.4173814825960,0.029283089906305938852897552,-0.1090946893266416137297723682
2018-04-27,96531.3946964825960,864.4173814825960,-0.0011333602456608176079455652,-0.1101044059884068982217135673
2018-04-30,95890.7330884825960,864.4173814825960,-0.0066368212125639616546466134,-0.1160104839437102464851700826
2018-05-01,97565.4896954825960,864.4173814825960,0.017465260229626448210246716,-0.1005713770055255984775969870
2018-05-02,96486.9636599088885,1574.1221799088885,-0.0110543803853181972208166754,-0.1105140031335494719533306640
2018-05-03,96992.8089119088885,1574.1221799088885,0.005242627944879384586657640,-0.1058507589897985217032074767
2018-05-04,97691.5800269088885,1574.1221799088885,0.007204360022552188194000932,-0.0994089859436692446242400369
2018-05-07,98377.0431579088885,1574.1221799088885,0.007016603998125437068023553,-0.0930898954337657525525685347
2018-05-08,98461.8393879088885,1574.1221799088885,0.000861951399208961918177324,-0.0923081830001781409797549516
2018-05-09,100181.6309549088885,1574.1221799088885,0.017466579719525231243165444,-0.0764539115177900449689251450
2018-05-10,101204.4527039088885,1574.1221799088885,0.010209673562415504385045196,-0.0670248074345409758341554746
2018-05-11,101631.5738439088885,1574.1221799088885,0.004220378931840249053860921,-0.0630872985879081132073932867
2018-05-14,102377.0782439088885,1574.1221799088885,0.007335362149807744109311151,-0.0562147046202957298146003922
2018-05-15,102832.5667249088885,1574.1221799088885,0.004449125613008985438460133,-0.0520156852894406366610618460
2018-05-16,104394.1495339088885,1574.1221799088885,0.015185683472993983953284909,-0.0376198955488829676765428030
2018-05-17,103245.4556929088885,1574.1221799088885,-0.0110034311896653353995878456,-0.0482093788065137721072502295
2018-05-18,103807.4485649088885,1574.1221799088885,0.005443269810068733447875917,-0.0430285256526647025032602560
2018-05-21,105473.3163779088885,1574.1221799088885,0.016047671299409343376183539,-0.0276713619894275251582715222
2018-05-22,104689.4863389088885,1574.1221799088885,-0.0074315482428897168995371214,-0.0348972691707463466322370772
2018-05-23,106517.4172769088885,1574.1221799088885,0.017460501545326918775976430,-0.0180460914477029338829581488
2018-05-24,108020.0915169088885,1574.1221799088885,0.014107310132140741185867465,-0.0041933631242879106726944882
2018-05-25,108186.9710369088885,1574.1221799088885,0.001544893340271588001431707,-0.0026549480827803755238137443
2018-05-29,108227.7285969088885,1574.1221799088885,0.000376732610307531561188134,-0.0022792156779943007898822478
2018-05-30,108219.4415009088885,1574.1221799088885,-0.0000765709130870246243901011,-0.0023556120694557391287637895
2018-05-31,105921.0432499088885,1574.1221799088885,-0.0212383118885408103179417349,-0.0235438947341770374013650438
2018-06-01,108332.9483719088885,1574.1221799088885,0.022770783292885237704850398,-0.0013092243661542469044814306
2018-06-04,104851.5889377310095,796.9779217310095,-0.0321357397402894616332573877,-0.0334028912129513302242973751
2018-06-05,106527.5593627310095,796.9779217310095,0.015984215804257587188929159,-0.0179525944303276965742719034
2018-06-06,107827.3027687310095,796.9779217310095,0.012201006141277645585201666,-0.0059706280039463460702018101
2018-06-07,106196.8577287310095,796.9779217310095,-0.0151208923726580967575882691,-0.0210012391531595916866697297
2018-06-08,106614.8953377310095,796.9779217310095,0.003936440474235445210716032,-0.0171474688067357420188281322
2018-06-11,106899.3811447310095,796.9779217310095,0.002668349540641723803603702,-0.0145248747066076398202467629
2018-06-12,107447.0389097310095,796.9779217310095,0.005123114457122314607571422,-0.0094761728450826370500148586
2018-06-13,107435.0611957310095,796.9779217310095,-0.0001114755150215240664422643,-0.0095865919988558225485004785
2018-06-14,107804.5040877310095,796.9779217310095,0.003438755354985361277406306,-0.0061808025884425865492948683
2018-06-15,107819.2363647310095,796.9779217310095,0.000136657342146028642902916,-0.0060449898983506237644034247
2018-06-18,108475.3890627310095,796.9779217310095,0.006085673764005952189889792,0
2018-06-19,107677.6953297310095,796.9779217310095,-0.0073536840005127428407178805,-0.0073536840005127428407178805
2018-06-20,108391.8044197310095,796.9779217310095,0.006631912837781795803505997,-0.0007705401540589380903312298
2018-06-21,107101.7816097310095,796.9779217310095,-0.0119014792391921081449166072,-0.0126628488256045498949437935
2018-06-22,105371.9057387310095,796.9779217310095,-0.0161517002331810664444611146,-0.0286100225204563627374872835
2018-06-25,103211.1660527310095,796.9779217310095,-0.0205058423386356960001037415,-0.0485291922479827639066080407
2018-06-26,104435.1572297310095,796.9779217310095,0.011859096489372650536255681,-0.0372456081320302562126449968
2018-06-27,102397.4766367310095,796.9779217310095,-0.0195114427655585039879508492,-0.0560303353462522314725791440
2018-06-28,103129.9784497310095,796.9779217310095,0.007153514296047059019357804,-0.0492776348551168986337180197
2018-06-29,103292.6221807310095,796.9779217310095,0.001577075196222192347850427,-0.0477782741945532053137682505
2018-07-02,103279.6256937310095,796.9779217310095,-0.0001258220260616489937930210,-0.0478980846613539666225746380
2018-07-03,101950.1442461478385,656.3060081478385,-0.0128726400648048578111392307,-0.0601541499225196643429044967
2018-07-05,102538.3551961478385,656.3060081478385,0.005769594092773688333793704,-0.0547316208577947682862817689
2018-07-06,103423.6557551478385,656.3060081478385,0.008633847864113768974704563,-0.0465703174815235552798850049
2018-07-09,104158.9557101478385,656.3060081478385,0.007109591607753634937646545,-0.0397918218121069826067404991
2018-07-10,104720.1568391478385,656.3060081478385,0.005387929680878359264781779,-0.0346182876690262974522320310
2018-07-11,103442.2365921478385,656.3060081478385,-0.0122031926380984122573366354,-0.0463990266738984749520365524
2018-07-12,104884.6251421478385,656.3060081478385,0.013943903356295853536233642,-0.0331021068613696551944091666
2018-07-13,104994.0757121478385,656.3060081478385,0.001043533023564359755273537,-0.0320931169794646910542684402
2018-07-16,105544.6966521478385,656.3060081478385,0.005244304845442751316042054,-0.0270171182229027074528072643
2018-07-17,106034.9965801478385,656.3060081478385,0.004645424578895905881980675,-0.0224971996290504102856606694
2018-07-18,106476.0974851478385,656.3060081478385,0.004159955856334550167683264,-0.0184308311300638558418727452
2018-07-19,106323.5249851478385,656.3060081478385,-0.0014329272353476522438956954,-0.0198373483255151462396442779
2018-07-20,105945.6662211478385,656.3060081478385,-0.0035538585092319172123691504,-0.0233207077055998339252168399
2018-07-23,105850.9852661478385,656.3060081478385,-0.0008936746388697559869196101,-0.0241935412194326008448343240
2018-07-24,104442.5445411478385,656.3060081478385,-0.0133058820516282229459008157,-0.0371775068651838479570129665
2018-07-25,106488.2871211478385,656.3060081478385,0.019587253345728539414044795,-0.0183184587651862266119713528
2018-07-26,106856.3645741478385,656.3060081478385,0.003456506466117270840018482,-0.0149252701702401245609785288
2018-07-27,105942.1050181478385,656.3060081478385,-0.0085559672523351992006293729,-0.0233535372997664938522575266
2018-07-30,104450.3949381478385,656.3060081478385,-0.0140804270383760138058094919,-0.0371051365601051527545040317
2018-07-31,105547.8150201478385,656.3060081478385,0.010506614959664411468271414,-0.0269883709833035329650383806
2018-08-01,104382.0077861478385,656.3060081478385,-0.0110452995524110194837657274,-0.0377355758937723673903561169
2018-08-02,105402.1255179780730,500.3843049780730,0.009772926900584208361573467,-0.0283314360179494439794944756
2018-08-03,105149.1324589780730,500.3843049780730,-0.0024002652485110260527232502,-0.0306636983051461723756965883
2018-08-06,106377.4793509780730,500.3843049780730,0.011681949848508888971606044,-0.0193399602424078080079887383
2018-08-07,106839.0202679780730,500.3843049780730,0.004338708905455527001681248,-0.0150851617946871715956551397
2018-08-08,108247.4363899780730,500.3843049780730,0.013182600499961082766311339,-0.0021014229561427257621974749
2018-08-09,108476.5590159780730,500.3843049780730,0.002116656372115367488235731,0
2018-08-10,108249.0113959780730,500.3843049780730,-0.0020976662798317868384008132,-0.0020976662798317868384008132
2018-08-13,107563.4909619780730,500.3843049780730,-0.0063328101121620968445719936,-0.0084171922697650234965386279
2018-08-14,109403.8134569780730,500.3843049780730,0.017109174112343785579902992,0
2018-08-15,106479.6248309780730,500.3843049780730,-0.0267283976088265622546503913,-0.0267283976088265622546503913
2018-08-16,106550.9286909780730,500.3843049780730,0.000669647926663764856199148,-0.0260766482982045928361540361
2018-08-17,107400.3732389780730,500.3843049780730,0.007972192813669249056435944,-0.0183123435527028708877986558
2018-08-20,109158.8870659780730,500.3843049780730,0.016373442418930018821700418,-0.0022387372364886968950163557
2018-08-21,110700.2117139780730,500.3843049780730,0.014120010650790062622399180,0
2018-08-22,111231.9379419780730,500.3843049780730,0.004803299106363489767837692,0
2018-08-23,111489.9119709780730,500.3843049780730,0.002319244218639497396413905,0
2018-08-24,112625.9807529780730,500.3843049780730,0.010189879621536789288299271,0
2018-08-27,113764.3074899780730,500.3843049780730,0.010107141615012308733650299,0
2018-08-28,114135.9231849780730,500.3843049780730,0.003266540298966237968958742,0
2018-08-29,113995.2690539780730,500.3843049780730,-0.0012323388384220131674550671,-0.0012323388384220131674550671
2018-08-30,113388.6468089780730,500.3843049780730,-0.0053214686015851884112526353,-0.0065472495875720248728429006
2018-08-31,113571.6773589780730,500.3843049780730,0.001614187620638468592308939,-0.0049436304561670453621697087
2018-09-04,113522.8936299780730,500.3843049780730,-0.0004295413269789446022465227,-0.0053710482895597544465232966
2018-09-05,111074.3505159639280,735.8188869639280,-0.0215687165444799448004316238,-0.0268239182159354710620481745
2018-09-06,110593.4635449639280,735.8188869639280,-0.0043294151058833833015981965,-0.0310372014450958028820896562
2018-09-07,110347.0833739639280,735.8188869639280,-0.0022278004784598263322150754,-0.0331958572313261907713854997
